pile_slug,character_short_name,value_type,value_index,choice,display_label,friendly_text,value_range_min,value_range_max,scalar,image_url,taxa_count_api
woody-angiosperms,leaf_blade_width_wa,LENGTH,95,,3.0-7.0 mm,,3.0,7.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,96,,72.0-300.0 mm,,72.0,300.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,97,,36.0-50.0 mm,,36.0,50.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,98,,100.0-200.0 mm,,100.0,200.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,99,,3.0-75.0 mm,,3.0,75.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,100,,23.0-110.0 mm,,23.0,110.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,101,,10.0-20.0 mm,,10.0,20.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,102,,4.0-11.0 mm,,4.0,11.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,103,,,,,120.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,104,,3.0-20.0 mm,,3.0,20.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,105,,70.0-120.0 mm,,70.0,120.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,106,,80.0-140.0 mm,,80.0,140.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,107,,40.0-160.0 mm,,40.0,160.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,108,,40.0-65.0 mm,,40.0,65.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,109,,18.0-30.0 mm,,18.0,30.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,110,,12.0-37.0 mm,,12.0,37.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,111,,3.0-6.0 mm,,3.0,6.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,112,,14.0-35.0 mm,,14.0,35.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,113,,25.0-66.0 mm,,25.0,66.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,114,,60.0-140.0 mm,,60.0,140.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,115,,5.0-20.0 mm,,5.0,20.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,116,,2.0-17.0 mm,,2.0,17.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,117,,20.0-120.0 mm,,20.0,120.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,118,,10.0-15.0 mm,,10.0,15.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,119,,1.0-7.0 mm,,1.0,7.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,120,,25.0-100.0 mm,,25.0,100.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,121,,6.0-30.0 mm,,6.0,30.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,122,,8.0-20.0 mm,,8.0,20.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,123,,20.0-70.0 mm,,20.0,70.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,124,,15.0-40.0 mm,,15.0,40.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,125,,5.0-18.0 mm,,5.0,18.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,126,,60.0-130.0 mm,,60.0,130.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,127,,30.0-50.0 mm,,30.0,50.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,128,,110.0-190.0 mm,,110.0,190.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,129,,15.0-30.0 mm,,15.0,30.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,130,,12.0-50.0 mm,,12.0,50.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,131,,,,,610.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,132,,2.0-8.0 mm,,2.0,8.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,133,,60.0-200.0 mm,,60.0,200.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,134,,100.0-180.0 mm,,100.0,180.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,135,,60.0-150.0 mm,,60.0,150.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,136,,25.0-60.0 mm,,25.0,60.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,137,,30.0-55.0 mm,,30.0,55.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,138,,35.0-65.0 mm,,35.0,65.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,139,,45.0-83.0 mm,,45.0,83.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,140,,80.0-120.0 mm,,80.0,120.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,141,,30.0-80.0 mm,,30.0,80.0,,,6
woody-angiosperms,leaf_blade_width_wa,LENGTH,142,,4.0-15.0 mm,,4.0,15.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,143,,11.0-46.0 mm,,11.0,46.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,144,,8.0-18.0 mm,,8.0,18.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,145,,4.0-40.0 mm,,4.0,40.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,146,,7.0-20.0 mm,,7.0,20.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,147,,4.0-30.0 mm,,4.0,30.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,148,,40.0-560.0 mm,,40.0,560.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,149,,10.0-35.0 mm,,10.0,35.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,150,,10.0-22.0 mm,,10.0,22.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,151,,0.5-0.8 mm,,0.5,0.8,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,152,,100.0-240.0 mm,,100.0,240.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,153,,0.3-0.6 mm,,0.3,0.6,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,154,,14.0-50.0 mm,,14.0,50.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,155,,25.4-63.5 mm,,25.4,63.5,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,156,,15.0-45.0 mm,,15.0,45.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,157,,18.0-70.0 mm,,18.0,70.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,158,,80.0-150.0 mm,,80.0,150.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,159,,7.0-25.0 mm,,7.0,25.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,160,,19.1-44.5 mm,,19.1,44.5,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,161,,1.0-3.0 mm,,1.0,3.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,162,,50.0-250.0 mm,,50.0,250.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,163,,60.0-120.0 mm,,60.0,120.0,,,6
woody-angiosperms,leaf_blade_width_wa,LENGTH,164,,10.0-106.0 mm,,10.0,106.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,165,,8.0-55.0 mm,,8.0,55.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,166,,40.0-165.0 mm,,40.0,165.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,167,,35.0-190.0 mm,,35.0,190.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,168,,15.0-75.0 mm,,15.0,75.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,169,,20.0-65.0 mm,,20.0,65.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,170,,4.0-28.0 mm,,4.0,28.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,171,,20.0-40.0 mm,,20.0,40.0,,,5
woody-angiosperms,leaf_blade_width_wa,LENGTH,172,,3.0-12.0 mm,,3.0,12.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,173,,0.7-20.0 mm,,0.7,20.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,174,,40.0-75.0 mm,,40.0,75.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,175,,10.0-80.0 mm,,10.0,80.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,176,,13.0-33.0 mm,,13.0,33.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,177,,100.0-150.0 mm,,100.0,150.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,178,,20.0-60.0 mm,,20.0,60.0,,,8
woody-angiosperms,leaf_blade_width_wa,LENGTH,179,,5.0-23.0 mm,,5.0,23.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,180,,19.0-52.0 mm,,19.0,52.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,181,,5.0-10.0 mm,,5.0,10.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,182,,10.0-18.0 mm,,10.0,18.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,183,,40.0-80.0 mm,,40.0,80.0,,,3
woody-angiosperms,leaf_blade_width_wa,LENGTH,184,,4.0-9.0 mm,,4.0,9.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,185,,15.0-60.0 mm,,15.0,60.0,,,5
woody-angiosperms,leaf_blade_width_wa,LENGTH,186,,0.2-1.5 mm,,0.2,1.5,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,187,,25.4-76.2 mm,,25.4,76.2,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,188,,1.0-1.0 mm,,1.0,1.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,189,,30.0-110.0 mm,,30.0,110.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,190,,2.0-9.0 mm,,2.0,9.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,191,,80.0-160.0 mm,,80.0,160.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,192,,26.0-70.0 mm,,26.0,70.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,193,,10.0-50.0 mm,,10.0,50.0,,,4
woody-angiosperms,leaf_blade_width_wa,LENGTH,194,,7.0-90.0 mm,,7.0,90.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,195,,30.0-130.0 mm,,30.0,130.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,196,,,,,50.8,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,197,,60.0-90.0 mm,,60.0,90.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,198,,23.0-150.0 mm,,23.0,150.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,199,,80.0-185.0 mm,,80.0,185.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,200,,25.0-40.0 mm,,25.0,40.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,201,,2.0-4.0 mm,,2.0,4.0,,,1
woody-angiosperms,leaf_blade_width_wa,LENGTH,202,,2.0-6.0 mm,,2.0,6.0,,,2
woody-angiosperms,leaf_blade_width_wa,LENGTH,203,,15.0-35.0 mm,,15.0,35.0,,,6
woody-angiosperms,leaf_blade_width_wa,LENGTH,204,,38.0-114.0 mm,,38.0,114.0,,,1
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,0,5 or more,5 or more,5 or more,,,,,4
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,2,2,2,2,,,,,0
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,3,4,4,4,,,,,0
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,4,3,3,3,,,,,43
woody-angiosperms,leaf_bundle_scar_number_wa,TEXT,5,1,1,1,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-bundle-scar.gif,9
woody-angiosperms,leaf_duration_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_duration_wa,TEXT,1,evergreen,evergreen,the leaves remain green all winter,,,,,58
woody-angiosperms,leaf_duration_wa,TEXT,2,deciduous or marcescent,deciduous or marcescent,the leaves drop off in winter (or they wither but persist on the plant),,,,,508
woody-angiosperms,leaf_form_wa,TEXT,0,needle-like or scale-like leaf,needle-like or scale-like leaf,"the plant has leaves that are needle-like (narrow and thickened) or scale-like (small, thin and lacking leaf stalks)",,,,,13
woody-angiosperms,leaf_form_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,leaf_form_wa,TEXT,2,broad-leaf,broad-leaf,the plant is broad-leaved (with broadly flattened leaf blades),,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-form-broad.gif,393
woody-angiosperms,leaf_scar_arrangment_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_scar_arrangment_wa,TEXT,1,opposite,opposite,there are two leaf scars per node on the stem or twig,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-scar-arrangement-opposite.gif,87
woody-angiosperms,leaf_scar_arrangment_wa,TEXT,2,alternate,alternate,there is one leaf scar per node on the stem or twig,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-scar-arrangement-alternate.gif,274
woody-angiosperms,leaf_scar_arrangment_wa,TEXT,3,whorled,whorled,there are three or more leaf scars per node on the stem or twig,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-scar-arrangement-whorled.gif,11
woody-angiosperms,leaf_teeth_subapical_tufts_of_hairs_Carya_wa,TEXT,0,NA,NA,,,,,,542
woody-angiosperms,leaf_teeth_subapical_tufts_of_hairs_Carya_wa,TEXT,1,absent,absent,there are no tufts of hairs on the edges of the leaf blade,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-teeth-gland-absent.gif,4
woody-angiosperms,leaf_teeth_subapical_tufts_of_hairs_Carya_wa,TEXT,2,present,present,the leaf blades have tiny tufts of hairs on their edges below the tips of the teeth,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-teeth-hairs-carya.gif,1
woody-angiosperms,leaf_type_general_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_type_general_wa,TEXT,1,compound,compound,"the leaf blade is compound (i.e., made up of two or more discrete leaflets",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-type-compound-wa.gif,111
woody-angiosperms,leaf_type_general_wa,TEXT,2,simple,simple,"the leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-type-simple-wa.gif,440
woody-angiosperms,leaf_type_specific_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_type_specific_wa,TEXT,1,twice pinnately compound,twice pinnately compound,"the leaf is twice pinnately compound (it has a row of two or more leaflets on each side of the central axis, each of which are divided into two or more leaflets)",,,,https://newfs.s3.amazonaws.com/character-value-images/bipinnate.gif,5
woody-angiosperms,leaf_type_specific_wa,TEXT,2,once imparapinnately compound with 3 leaflets,once imparapinnately compound with 3 leaflets,"the leaf is compound, with three leaflets",,,,https://newfs.s3.amazonaws.com/character-value-images/pinnate-3-leaflets.gif,46
woody-angiosperms,leaf_type_specific_wa,TEXT,3,thrice or more times pinnately compound,thrice or more times pinnately compound,"the leaf is three or more times pinnately compound (it has a row of two more more leaflets on each side of the central axis, each of which are divided into two or more leaflets, each of which are in turn divided into two or more leaflets, and so on)",,,,https://newfs.s3.amazonaws.com/character-value-images/tripinnate.gif,3
woody-angiosperms,leaf_type_specific_wa,TEXT,4,palmately compound with more than 3 leaflets,palmately compound with more than 3 leaflets,the leaf is palmately compound with more than three leaflets,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-type-compound-palmate.gif,24
woody-angiosperms,leaf_type_specific_wa,TEXT,5,compound with 2 leaflets,compound with 2 leaflets,"the leaf is compound, with exactly two leaflets",,,,https://newfs.s3.amazonaws.com/character-value-images/pinnate-2-leaves.gif,0
woody-angiosperms,leaf_type_specific_wa,TEXT,6,once parapinnately compound with more than 3 leaflets,once parapinnately compound with more than 3 leaflets,"the leaf is compound, with at least four leaflets, and lacks a terminal leaflet",,,,https://newfs.s3.amazonaws.com/character-value-images/parapinnate.gif,1
woody-angiosperms,leaf_type_specific_wa,TEXT,7,palmately compound with 3 leaflets,palmately compound with 3 leaflets,the leaf is palmately compound with three leaflets,,,,https://newfs.s3.amazonaws.com/character-value-images/palmate-3-leaflets.gif,6
woody-angiosperms,leaf_type_specific_wa,TEXT,8,once imparapinnately compound with more than 3 leaflets,once imparapinnately compound with more than 3 leaflets,"the leaf is compound, with a single terminal leaflet and more than two additional leaflets",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-type-compound-pinnate.gif,53
woody-angiosperms,leaf_type_specific_wa,TEXT,9,simple,simple,"the leaves are simple (i.e., lobed or unlobed but not separated into leaflets",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-type-simple.gif,439
woody-angiosperms,lenticels_on_branchlets_wa,TEXT,0,absent or obscure,absent or obscure,"there are no lenticels on the twigs, or they are very hard to see",,,,,174
woody-angiosperms,lenticels_on_branchlets_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,lenticels_on_branchlets_wa,TEXT,2,prominent,prominent,there are clearly lenticels on the twigs,,,,https://newfs.s3.amazonaws.com/character-value-images/lenticels-wa.gif,131
woody-angiosperms,outer_bark_main_stem_wa,TEXT,0,exfoliating,exfoliating,the bark of an adult plant peels off easily or hangs off,,,,,88
woody-angiosperms,outer_bark_main_stem_wa,TEXT,1,ridged or plated,ridged or plated,the bark of an adult plant is ridged or plated,,,,,188
woody-angiosperms,outer_bark_main_stem_wa,TEXT,2,NA,NA,,,,,,2
woody-angiosperms,outer_bark_main_stem_wa,TEXT,3,close and smooth,close and smooth,the bark of an adult plant is thin and smooth,,,,,366
woody-angiosperms,ovary_position_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,ovary_position_wa,TEXT,1,superior,superior,the ovary is above the point of petal and/or sepal  attachment,,,,https://newfs.s3.amazonaws.com/character-value-images/ovary-position-superior.gif,406
woody-angiosperms,ovary_position_wa,TEXT,2,inferior,inferior,the ovary is below the point of petal and/or sepal attachment,,,,https://newfs.s3.amazonaws.com/character-value-images/ovary-position-inferior.gif,224
woody-angiosperms,ovary_summit_Amelanchier_wa,TEXT,0,glabrous,glabrous,the top of the ovary has no hairs,,,,,5
woody-angiosperms,ovary_summit_Amelanchier_wa,TEXT,1,NA,NA,,,,,,542
woody-angiosperms,ovary_summit_Amelanchier_wa,TEXT,2,pubescent,pubescent,the top of the ovary has hairs on it,,,,https://newfs.s3.amazonaws.com/character-value-images/ovary-summit-amelanchier.gif,6
woody-angiosperms,pellucid_dots_on_leaf_blades_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,pellucid_dots_on_leaf_blades_wa,TEXT,1,absent,absent,there are no translucent dots on the leaf blade,,,,,504
woody-angiosperms,pellucid_dots_on_leaf_blades_wa,TEXT,2,present,present,the leaf blade has translucent dots on it,,,,,8
woody-angiosperms,perianth_description_wa,TEXT,0,trichlamydeous,trichlamydeous,the flower includes three distinct cycles of petal- or sepal-like structures,,,,,0
woody-angiosperms,perianth_description_wa,TEXT,1,NA,NA,,,,,,1
woody-angiosperms,perianth_description_wa,TEXT,2,dichlamydeous,dichlamydeous,the flower includes two cycles of petal- or sepal-like structures,,,,https://newfs.s3.amazonaws.com/character-value-images/perianth-dichlamydeous.gif,421
woody-angiosperms,perianth_description_wa,TEXT,3,monochlamydeous,monochlamydeous,the flower includes only one cycle of petals or sepals,,,,https://newfs.s3.amazonaws.com/character-value-images/perianth-monochlamydeous.gif,86
woody-angiosperms,perianth_description_wa,TEXT,4,no perianth,no perianth,the flower lacks sepals and petals,,,,,62
woody-angiosperms,petal_appearance_wa,TEXT,0,petaloid,petaloid,"the petals are thin and delicate, and pigmented (colored other than green or brown)",,,,,435
woody-angiosperms,petal_appearance_wa,TEXT,1,NA,NA,,,,,,123
woody-angiosperms,petal_appearance_wa,TEXT,2,sepaloid,sepaloid,the petals are green and/or leafy in texture,,,,,2
woody-angiosperms,petal_color_wa,TEXT,0,purple,purple,purple,,,,,40
woody-angiosperms,petal_color_wa,TEXT,1,orther,orther,other,,,,,4
woody-angiosperms,petal_color_wa,TEXT,2,blue,blue,blue,,,,,4
woody-angiosperms,petal_color_wa,TEXT,3,pink,pink,pink,,,,,83
woody-angiosperms,petal_color_wa,TEXT,4,brown,brown,brown,,,,,7
woody-angiosperms,petal_color_wa,TEXT,5,NA,NA,,,,,,123
woody-angiosperms,petal_color_wa,TEXT,6,yellow;/ green,yellow;/ green,yellow or green,,,,,122
woody-angiosperms,petal_color_wa,TEXT,7,red,red,red,,,,,37
woody-angiosperms,petal_color_wa,TEXT,8,white,white,white,,,,,285
woody-angiosperms,petal_color_wa,TEXT,9,orange,orange,orange,,,,,11
woody-angiosperms,petal_fusion_wa,TEXT,0,NA,NA,,,,,,121
woody-angiosperms,petal_fusion_wa,TEXT,1,distinct,distinct,the perianth parts are separate,,,,https://newfs.s3.amazonaws.com/character-value-images/petal-fusion-distinct.gif,290
woody-angiosperms,petal_fusion_wa,TEXT,2,connate,connate,"the perianth parts are fused to form a tube, cup, or bell shape",,,,https://newfs.s3.amazonaws.com/character-value-images/petal-fusion-connate.gif,156
woody-angiosperms,petiole_attachment_wa,TEXT,0,NA,NA,,,,,,7
woody-angiosperms,petiole_attachment_wa,TEXT,1,basifixed,basifixed,the petiole attaches at the basal margin of the leaf blade,,,,https://newfs.s3.amazonaws.com/character-value-images/petiole-attachment-basifixed.gif,322
woody-angiosperms,petiole_attachment_wa,TEXT,2,mesifixed,mesifixed,"the petiole attaches at the center of the leaf blade (like an umbrella), or somewhere between the edge and the center",,,,https://newfs.s3.amazonaws.com/character-value-images/petiole-attachment-mesifixed.gif,0
woody-angiosperms,petiole_nectaries_wa,TEXT,0,absent,absent,there are no nectaries on the leaf stalk,,,,,433
woody-angiosperms,petiole_nectaries_wa,TEXT,1,NA,NA,,,,,,5
woody-angiosperms,petiole_nectaries_wa,TEXT,2,present,present,the leaf stalk has nectaries on it,,,,https://newfs.s3.amazonaws.com/character-value-images/petiole-nectary.gif,50
woody-angiosperms,petiole_shape_wa,TEXT,0,other,other,the leaf stalk is not flattened,,,,,314
woody-angiosperms,petiole_shape_wa,TEXT,1,NA,NA,,,,,,5
woody-angiosperms,petiole_shape_wa,TEXT,2,conspicuously flattened perpendicular to the plane of the leaf blade,conspicuously flattened perpendicular to the plane of the leaf blade,"the leaf stalk is flattened, perpendicular to the plane of the leaf blade",,,,,3
woody-angiosperms,petiole_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,petiole_wa,TEXT,1,absent,absent,"the leaves have no leaf stalks, but attach directly to the stem",,,,https://newfs.s3.amazonaws.com/character-value-images/petiole-absent.gif,19
woody-angiosperms,petiole_wa,TEXT,2,present,present,the leaves have leaf stalks,,,,https://newfs.s3.amazonaws.com/character-value-images/petiole.gif,537
woody-angiosperms,pistil_number_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,pistil_number_wa,TEXT,1,5,5,5,,,,,14
woody-angiosperms,pistil_number_wa,TEXT,2,6 or more,6 or more,6 or more,,,,,57
woody-angiosperms,pistil_number_wa,TEXT,3,2,2,2,,,,,4
woody-angiosperms,pistil_number_wa,TEXT,4,3,3,3,,,,,8
woody-angiosperms,pistil_number_wa,TEXT,5,0,0,0,,,,,10
woody-angiosperms,pistil_number_wa,TEXT,6,4,4,4,,,,,8
woody-angiosperms,pistil_number_wa,TEXT,7,1,1,1,,,,https://newfs.s3.amazonaws.com/character-value-images/pistil.gif,476
woody-angiosperms,pith_shape_in_cross-section_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,pith_shape_in_cross-section_wa,TEXT,1,triangular,triangular,the outline of the pith in a twig is roughly triangular,,,,https://newfs.s3.amazonaws.com/character-value-images/pith-cross-section-triangular.gif,9
woody-angiosperms,pith_shape_in_cross-section_wa,TEXT,2,terete,terete,the outline of the pith in a twig is roughly round,,,,https://newfs.s3.amazonaws.com/character-value-images/pith-cross-section-terete.gif,315
woody-angiosperms,pith_shape_in_cross-section_wa,TEXT,3,stellate,stellate,"the ouline of the pith in a twig is roughly star-shaped, with several points or arms radiating from the center",,,,https://newfs.s3.amazonaws.com/character-value-images/pith-cross-section-stellate.gif,21
woody-angiosperms,pith_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,pith_wa,TEXT,1,solid,solid,"the pith inside the twig is solid, completely filled with spongy tissue",,,,https://newfs.s3.amazonaws.com/character-value-images/pith-solid.gif,123
woody-angiosperms,pith_wa,TEXT,2,chambered,chambered,the pith inside the twig is chambered (there are hollow sections with walls between them),,,,https://newfs.s3.amazonaws.com/character-value-images/pith-chambered.gif,5
woody-angiosperms,pith_wa,TEXT,3,diaphragmed,diaphragmed,the pith inside the twig is diaphragmed (the pith is solid but has walls between sections),,,,https://newfs.s3.amazonaws.com/character-value-images/pith-diaphragmed.gif,4
woody-angiosperms,pith_wa,TEXT,4,hollow,hollow,the pith inside the twig is hollow at its center,,,,https://newfs.s3.amazonaws.com/character-value-images/pith-hollow.gif,6
woody-angiosperms,plant_habit_wa,TEXT,0,NA,NA,,,,,,2
woody-angiosperms,plant_habit_wa,TEXT,1,tree,tree,the plant is a tree,,,,https://newfs.s3.amazonaws.com/character-value-images/tree.gif,210
woody-angiosperms,plant_habit_wa,TEXT,2,liana,liana,"the plant is a liana (i.e., a woody plant with a vine-like growth form)",,,,https://newfs.s3.amazonaws.com/character-value-images/liana.gif,43
woody-angiosperms,plant_habit_wa,TEXT,3,shrub,shrub,"the plant is a shrub (i.e., a woody plant with several stems growing from the base)",,,,https://newfs.s3.amazonaws.com/character-value-images/shrub-subshrub-wa.gif,403
woody-angiosperms,primary_veins_at_base_of_blade_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,primary_veins_at_base_of_blade_wa,TEXT,1,three or more veins of nearly equal size originating from the very base or near to the base,three or more veins of nearly equal size originating from the very base or near to the base,the leaf blade has three or more main veins running from the base (or near the base) towards the tip,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-venation-parallel.gif,42
woody-angiosperms,primary_veins_at_base_of_blade_wa,TEXT,2,main vein (the midrib) from the base,main vein (the midrib) from the base,the leaf blade has one main vein running from the base toward the tip,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-venation-pinnate.gif,284
woody-angiosperms,pseudoterminal_bud_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,pseudoterminal_bud_wa,TEXT,1,present,present,the tips of the branches have pseudoterminal buds,,,,https://newfs.s3.amazonaws.com/character-value-images/pseudoterminal-bud.gif,4
woody-angiosperms,pseudoterminal_bud_wa,TEXT,2,absent,absent,there are no pseudoterminal buds on the tips of the branches,,,,https://newfs.s3.amazonaws.com/character-value-images/terminal-bud.gif,10
woody-angiosperms,sap_wa,TEXT,0,"clear, watery","clear, watery",the sap is clear and watery,,,,,533
woody-angiosperms,sap_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,sap_wa,TEXT,2,"thick, colored","thick, colored",the sap is thick and colored,,,,,17
