pile_slug,character_short_name,value_type,value_index,choice,display_label,friendly_text,value_range_min,value_range_max,scalar,image_url,taxa_count_api
woody-angiosperms,abaxial_leaf_blade_indument_wa,TEXT,0,pubescent,pubescent,the underside of the leaf has hairs on it,,,,,243
woody-angiosperms,abaxial_leaf_blade_indument_wa,TEXT,1,glabrous,glabrous,the underside of the leaf has no hairs,,,,,200
woody-angiosperms,abaxial_leaf_blade_indument_wa,TEXT,2,NA,NA,,,,,,0
woody-angiosperms,accesory_tissue_as_part_of_the_disperal_unit_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,accesory_tissue_as_part_of_the_disperal_unit_wa,TEXT,1,absent,absent,there are no flower parts that form part of the fruit,,,,,291
woody-angiosperms,accesory_tissue_as_part_of_the_disperal_unit_wa,TEXT,2,"present, hypanthium","present, hypanthium",the hypanthium of the flower becomes part of the fruit,,,,https://newfs.s3.amazonaws.com/character-value-images/hypanthium.gif,159
woody-angiosperms,accesory_tissue_as_part_of_the_disperal_unit_wa,TEXT,3,"present, receptacle","present, receptacle",the receptacle of the flower becomes part of the fruit,,,,https://newfs.s3.amazonaws.com/character-value-images/receptacle.gif,3
woody-angiosperms,adaxial_leaf_blade_indument_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,adaxial_leaf_blade_indument_wa,TEXT,1,glabrous,glabrous,"the upper side of the leaf is not hairy, or has very few hairs",,,,,485
woody-angiosperms,adaxial_leaf_blade_indument_wa,TEXT,2,pubescent,pubescent,the upper side of the leaf is fuzzy or hairy,,,,,215
woody-angiosperms,aerial_roots_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,aerial_roots_wa,TEXT,1,absent,absent,the plant has no aerial roots,,,,,549
woody-angiosperms,aerial_roots_wa,TEXT,2,present,present,the plant has aerial roots,,,,,3
woody-angiosperms,anther_color_wa,TEXT,0,non-anthocyanic,non-anthocyanic,"the anthers show no hint of a pink, reddish or purplish tint",,,,,146
woody-angiosperms,anther_color_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,anther_color_wa,TEXT,2,anthocyanic,anthocyanic,"there is a noticeable pink, reddish or purplish tint to the anthers",,,,,80
woody-angiosperms,apex_of_leaf_lobes_teeth_Quercus_wa,TEXT,0,NA,NA,,,,,,538
woody-angiosperms,apex_of_leaf_lobes_teeth_Quercus_wa,TEXT,1,rounded to acute,rounded to acute,the lobes of the leaf blade are rounded or bluntly pointed,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-lobe-apex-rounded.gif,9
woody-angiosperms,apex_of_leaf_lobes_teeth_Quercus_wa,TEXT,2,prolonged into bristle tips,prolonged into bristle tips,the lobes of the leaf blade are tipped with small bristles,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-lobe-apex-bristle.gif,7
woody-angiosperms,armature_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,armature_wa,TEXT,1,present,present,"the plant has spines, prickles, or thorns",,,,https://newfs.s3.amazonaws.com/character-value-images/armature-wa.gif,133
woody-angiosperms,armature_wa,TEXT,2,absent,absent,"the plant does not have spines, prickles, or thorns",,,,https://newfs.s3.amazonaws.com/character-value-images/armature-no-wa.gif,433
woody-angiosperms,berry_color_wa,TEXT,0,blue,blue,blue,,,,,41
woody-angiosperms,berry_color_wa,TEXT,1,white,white,white,,,,,12
woody-angiosperms,berry_color_wa,TEXT,2,red,red,red,,,,,157
woody-angiosperms,berry_color_wa,TEXT,3,yellow,yellow,yellow,,,,,40
woody-angiosperms,berry_color_wa,TEXT,4,other,other,some other color,,,,,21
woody-angiosperms,berry_color_wa,TEXT,5,orange,orange,orange,,,,,24
woody-angiosperms,berry_color_wa,TEXT,6,NA,NA,,,,,,346
woody-angiosperms,berry_color_wa,TEXT,7,black,black,black,,,,,107
woody-angiosperms,berry_color_wa,TEXT,8,green,green,green,,,,,20
woody-angiosperms,berry_color_wa,TEXT,9,purple,purple,purple,,,,,45
woody-angiosperms,bloom_on_abaxial_leaf_blade_surface_wa,TEXT,0,present,present,there is a noticeable powdery or waxy bloom on the underside of the leaf,,,,,90
woody-angiosperms,bloom_on_abaxial_leaf_blade_surface_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,bloom_on_abaxial_leaf_blade_surface_wa,TEXT,2,absent,absent,the underside of the leaf has no noticeable bloom,,,,,244
woody-angiosperms,branch_brittleness_Salix_wa,TEXT,0,NA,NA,,,,,,522
woody-angiosperms,branch_brittleness_Salix_wa,TEXT,1,brittle,brittle,"the branches are brittle, and break easily",,,,,10
woody-angiosperms,branch_brittleness_Salix_wa,TEXT,2,flexible,flexible,"the branches are flexible, and do not break easily",,,,,17
woody-angiosperms,branch_cross-section_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,branch_cross-section_wa,TEXT,1,quadrangular,quadrangular,"the branch is roughly square or rectangular in cross-section, with four sides and four edges",,,,https://newfs.s3.amazonaws.com/character-value-images/branch-cross-section-quadrangular.gif,17
woody-angiosperms,branch_cross-section_wa,TEXT,2,terete or many-angled,terete or many-angled,"the branch is circular in cross-section, or it has five or more sides, so that there are no sharp angles",,,,https://newfs.s3.amazonaws.com/character-value-images/branch-cross-section-terete.gif,529
woody-angiosperms,branchlet_bloom_wa,TEXT,0,present,present,the twig has bloom on it,,,,,18
woody-angiosperms,branchlet_bloom_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,branchlet_bloom_wa,TEXT,2,absent,absent,there is no bloom on the twig,,,,,315
woody-angiosperms,branchlet_indument_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,branchlet_indument_wa,TEXT,1,glabrous,glabrous,the twigs have few or no hairs on them,,,,https://newfs.s3.amazonaws.com/character-value-images/branchlet-indument-glabrous.gif,206
woody-angiosperms,branchlet_indument_wa,TEXT,2,"pubescent, at least in part glandular","pubescent, at least in part glandular",the twigs have hairs with glands at their tips,,,,https://newfs.s3.amazonaws.com/character-value-images/branchlet-indument-glandular.gif,37
woody-angiosperms,branchlet_indument_wa,TEXT,3,"pubescent, entirely eglandular","pubescent, entirely eglandular","the twigs have hairs, but the hairs do not have glands",,,,https://newfs.s3.amazonaws.com/character-value-images/branchlet-indument-eglandular.gif,137
woody-angiosperms,branchlet_papillae_Vaccinium_wa,TEXT,0,absent,absent,there are no papillae on the twigs,,,,,6
woody-angiosperms,branchlet_papillae_Vaccinium_wa,TEXT,1,NA,NA,,,,,,539
woody-angiosperms,branchlet_papillae_Vaccinium_wa,TEXT,2,present,present,the twigs have papillae on them,,,,https://newfs.s3.amazonaws.com/character-value-images/papilla.gif,7
woody-angiosperms,branch_wings_wa,TEXT,0,absent,absent,the branch does not have wings on it,,,,,547
woody-angiosperms,branch_wings_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,branch_wings_wa,TEXT,2,present,present,the branch has wings running along it,,,,https://newfs.s3.amazonaws.com/character-value-images/branch-wings.gif,11
woody-angiosperms,carpel_fusion_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,carpel_fusion_wa,TEXT,1,connate,connate,the carpels are fused to one another,,,,https://newfs.s3.amazonaws.com/character-value-images/carpel-fusion-connate.gif,463
woody-angiosperms,carpel_fusion_wa,TEXT,2,distinct,distinct,the carpel is solitary or (if 2 or more) the carpels are not fused to one another,,,,https://newfs.s3.amazonaws.com/character-value-images/carpel-fusion-distinct.gif,102
woody-angiosperms,collateral_buds_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,collateral_buds_wa,TEXT,1,present,present,the branches have collateral buds on them,,,,https://newfs.s3.amazonaws.com/character-value-images/collateral-buds.gif,7
woody-angiosperms,collateral_buds_wa,TEXT,2,absent,absent,there are no collateral buds on the sides of the branches,,,,https://newfs.s3.amazonaws.com/character-value-images/winter-bud-scale-glabrous.gif,534
woody-angiosperms,enlarged_sterile_flowers_wa,TEXT,0,present,present,some of the flowers on the plant are enlarged and sterile,,,,,7
woody-angiosperms,enlarged_sterile_flowers_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,enlarged_sterile_flowers_wa,TEXT,2,absent,absent,there are no enlarged sterile flowers on the plant,,,,,543
woody-angiosperms,flower_appearance_wa,TEXT,0,serotinous,serotinous,the flowers appear after the leaves have appeared,,,,,9
woody-angiosperms,flower_appearance_wa,TEXT,1,precocious,precocious,the flowers appear before the leaves,,,,,45
woody-angiosperms,flower_appearance_wa,TEXT,2,coetaneous,coetaneous,the flowers appear at the same time as the leaves,,,,,41
woody-angiosperms,flower_symmetry_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,flower_symmetry_wa,TEXT,1,actinomorphic,actinomorphic,there are two or more ways to evenly divide the flower (the flower is radially symmetrical),,,,https://newfs.s3.amazonaws.com/character-value-images/floral-symmetry-actinomorphic.gif,469
woody-angiosperms,flower_symmetry_wa,TEXT,2,asymmetrical,asymmetrical,there is no way to evenly divide the flower (the flower is asymmetrical),,,,https://newfs.s3.amazonaws.com/character-value-images/floral-symmetry-asymmetric.gif,0
woody-angiosperms,flower_symmetry_wa,TEXT,3,zygomorphic,zygomorphic,there is only one way to evenly divide the flower (the flower is bilaterally symmetrical),,,,https://newfs.s3.amazonaws.com/character-value-images/floral-symmetry-zygomorphic.gif,91
woody-angiosperms,fruit_type_general_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,fruit_type_general_wa,TEXT,1,fleshy,fleshy,the fruit is fleshy,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-pome.gif,290
woody-angiosperms,fruit_type_general_wa,TEXT,2,dry and indehiscent,dry and indehiscent,the fruit is dry but does not split open when ripe,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-achene.gif,113
woody-angiosperms,fruit_type_general_wa,TEXT,3,dry and dehiscent,dry and dehiscent,the fruit is dry and splits open when ripe,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-capsule.gif,168
woody-angiosperms,fruit_type_specific_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,fruit_type_specific_wa,TEXT,1,pyxis,pyxis,"the fruit is a pyxis (when dry it splits around the middle, and the top falls off, exposing the seeds)",,,,https://newfs.s3.amazonaws.com/character-value-images/pyxis.gif,0
woody-angiosperms,fruit_type_specific_wa,TEXT,2,follicle,follicle,the fruit is a follicle (has one ovary that splits along one side to release the seeds),,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-follicle.gif,12
woody-angiosperms,fruit_type_specific_wa,TEXT,3,nut,nut,"the fruit is a nut (dry and indehiscent, with a hard wall, usually containing only one seed and usually subtended by an involucre)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-nut.gif,35
woody-angiosperms,fruit_type_specific_wa,TEXT,4,aggregate,aggregate,the fruit is an aggregate (composed of multiple fused ovaries from one flower),,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-aggregate.gif,58
woody-angiosperms,fruit_type_specific_wa,TEXT,5,berry,berry,"the fruit is a berry (fleshy, with the wall enclosing one or more sections, with two or more seeds)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-berry-wa.gif,186
woody-angiosperms,fruit_type_specific_wa,TEXT,6,achene,achene,"the fruit is an achene (dry, usually 1-seeded, does not separate or split open at maturity)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-achene.gif,88
woody-angiosperms,fruit_type_specific_wa,TEXT,7,schizocarp,schizocarp,"the fruit is a schizocarp (when dry it splits into sections, each holding one or more seeds)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-schizocarp.gif,14
woody-angiosperms,fruit_type_specific_wa,TEXT,8,legume,legume,,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-multiple.gif,20
woody-angiosperms,fruit_type_specific_wa,TEXT,9,drupe,drupe,"the fruit is a drupe (fleshy, with a firm inner ovary wall that encloses a single seed)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-drupe.gif,138
woody-angiosperms,fruit_type_specific_wa,TEXT,10,multiple,multiple,the fruit is a multiple (composed of two or more ovaries from separate flowers),,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-multiple.gif,6
woody-angiosperms,fruit_type_specific_wa,TEXT,11,caryopsis,caryopsis,the fruit is a caryopsis (achene with the seed coat fused to the ovary wall),,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-caryopsis.gif,0
woody-angiosperms,fruit_type_specific_wa,TEXT,12,capsule,capsule,"the fruit is a capsule (splits along two or more seams, apical teeth or pores when dry, to release two or more seeds)",,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-capsule.gif,124
woody-angiosperms,fruit_wing_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,fruit_wing_wa,TEXT,1,absent,absent,there are no wings on the fruit,,,,,504
woody-angiosperms,fruit_wing_wa,TEXT,2,present,present,the fruit has one or more wings on it,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-samara.gif,42
woody-angiosperms,habit_of_primocane_Rubus_wa,TEXT,0,upright to arching,upright to arching,the first year cane stems are upright or arching,,,,,20
woody-angiosperms,habit_of_primocane_Rubus_wa,TEXT,1,doming to trailing,doming to trailing,the first year cane stems are doming (arched over to touch the ground at their tips) to trailing (lying along the ground or neighboring vegetation),,,,,10
woody-angiosperms,habit_of_primocane_Rubus_wa,TEXT,2,NA,NA,,,,,,527
woody-angiosperms,hypanthium_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,hypanthium_wa,TEXT,1,absent,absent,the flower does not have a hypanthium,,,,,306
woody-angiosperms,hypanthium_wa,TEXT,2,present,present,the flower has a hypanthium,,,,https://newfs.s3.amazonaws.com/character-value-images/hypanthium.gif,219
woody-angiosperms,inflorescence_position_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,inflorescence_position_wa,TEXT,1,on branches,on branches,the inflorescences grow on older branches,,,,,48
woody-angiosperms,inflorescence_position_wa,TEXT,2,on branchlets,on branchlets,the inflorescences grow on the twigs,,,,,207
woody-angiosperms,inflorescence_pubescence_wa,TEXT,0,glabrous,glabrous,there are no hairs on the inflorescence,,,,,183
woody-angiosperms,inflorescence_pubescence_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,inflorescence_pubescence_wa,TEXT,2,pubescent,pubescent,there are hairs on some part of the inflorescence,,,,,78
woody-angiosperms,inflorescence_type_wa,TEXT,0,other,other,the inflorescence differs from the choices given,,,,,15
woody-angiosperms,inflorescence_type_wa,TEXT,1,NA,NA,,,,,,0
woody-angiosperms,inflorescence_type_wa,TEXT,2,raceme,raceme,the inflorescence is a raceme (a long unbranched stem with stalked flowers growing along it),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-raceme.gif,120
woody-angiosperms,inflorescence_type_wa,TEXT,3,monochasial cyme,monochasial cyme,"the inflorescence is a monochasial cyme (an axis with a terminal flower, below it a branch with a terminal flower, this branch may itself have a branch and so on)",,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-monochasium.gif,31
woody-angiosperms,inflorescence_type_wa,TEXT,4,pseudanthium (including capitulum),pseudanthium (including capitulum),"the inflorescence is a  pseudanthium (a cluster of small flowers that appear to be one flower, as in the flower head of the composite family, Asteraceae)",,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-pseudanthium.gif,10
woody-angiosperms,inflorescence_type_wa,TEXT,5,dichasial cyme,dichasial cyme,"the inflorescence is a dichasial cyme (an axis with a terminal flower, below it a pair of branches, each with a terminal flower, these branches may in turn each have a pair of branches and so on)",,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-dichasium.gif,43
woody-angiosperms,inflorescence_type_wa,TEXT,6,fascicle,fascicle,the inflorescence is a fascicle (compact cluster of flowers),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-fascicle.gif,58
woody-angiosperms,inflorescence_type_wa,TEXT,7,axillary flowers,axillary flowers,the flowers grow out of the axil (point where a branch or leaf is attached to the main stem),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-axillary.gif,76
woody-angiosperms,inflorescence_type_wa,TEXT,8,solitary flower,solitary flower,the inflorescence has only one flower on it,,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-solitary-flower.gif,114
woody-angiosperms,inflorescence_type_wa,TEXT,9,corymb,corymb,"the inflorescence is a corymb (with long lower branches and shorter upper branches, giving it a more or less flat-topped look)",,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-corymb.gif,122
woody-angiosperms,inflorescence_type_wa,TEXT,10,umbel,umbel,the inflorescence is an umbel (with an axis so short it appears the flowers all originate from the same point),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-umbel.gif,32
woody-angiosperms,inflorescence_type_wa,TEXT,11,panicle,panicle,the inflorescence is a panicle (branched with the individual flowers on stalks),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-panicle.gif,81
woody-angiosperms,inflorescence_type_wa,TEXT,12,spike,spike,the inflorescence is a spike (a long unbranched stem with flowers along it that lack stalks),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-spike.gif,10
woody-angiosperms,inflorescence_type_wa,TEXT,13,scorpioid cyme,scorpioid cyme,the inflorescence is a scorpioid cyme (a curled cyme that uncurls as the flowers sequentially bloom),,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-scorpioid-cyme.gif,0
woody-angiosperms,inflorescence_type_wa,TEXT,14,ament,ament,"the inflorescence is an ament (catkin; slender, usually pendulous inflorescence with crowded unisexual flowers)",,,,https://newfs.s3.amazonaws.com/character-value-images/inflorescence-type-ament.gif,96
woody-angiosperms,involucre_armature_Fagaceae_wa,TEXT,0,NA,NA,,,,,,520
woody-angiosperms,involucre_armature_Fagaceae_wa,TEXT,1,unarmed,unarmed,the involucre has no spines,,,,https://newfs.s3.amazonaws.com/character-value-images/fruit-type-nut.gif,9
woody-angiosperms,involucre_armature_Fagaceae_wa,TEXT,2,armed with spines,armed with spines,the involucre has spines,,,,https://newfs.s3.amazonaws.com/character-value-images/involucre-spine-fagaceae.gif,5
woody-angiosperms,leaf_arrangement_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_arrangement_wa,TEXT,1,4 leaves per node,4 leaves per node,there are four leaves per node along the stem,,,,https://newfs.s3.amazonaws.com/character-value-images/leaves-four-per-node.gif,10
woody-angiosperms,leaf_arrangement_wa,TEXT,2,2 leaves per node,2 leaves per node,there are two leaves per node along the stem,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-two-per-node-wa.gif,120
woody-angiosperms,leaf_arrangement_wa,TEXT,3,3 leaves per node,3 leaves per node,there are three leaves per node along the stem,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-three-per-node-wa.gif,13
woody-angiosperms,leaf_arrangement_wa,TEXT,4,1 leaf per node,1 leaf per node,there is one leaf per node along the stem,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-one-per-node-wa.gif,427
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,0,NA,NA,,,,,,1
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,1,cordate,cordate,"The base of the leaf blade is cordate (heart-shaped, with rounded lobes)",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-cordate.gif,157
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,2,attenuate,attenuate,the base of the leaf blade is attenuate (tapering very gradually to a prolonged tip),,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-attenuate.gif,37
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,3,truncate,truncate,the base of the leaf blade is truncate (ends abruptly in a more or less straight line as though cut off),,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-truncate.gif,114
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,4,rounded,rounded,the base of the leaf blade is rounded,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-round.gif,265
woody-angiosperms,leaf_blade_base_shape_wa,TEXT,5,cuneate,cuneate,"the base of the leaf blade is cuneate (wedge-shaped, tapers to the base with relatively straight, converging edges), or narrow",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-cuneate.gif,344
woody-angiosperms,leaf_blade_base_symmetry_wa,TEXT,0,NA,NA,,,,,,0
woody-angiosperms,leaf_blade_base_symmetry_wa,TEXT,1,symmetrical,symmetrical,the leaf blade base is symmetrical,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-symmetrical.gif,326
woody-angiosperms,leaf_blade_base_symmetry_wa,TEXT,2,asymmetrical,asymmetrical,the leaf blade base is asymmetrical,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-base-asymmetrical.gif,31
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,0,other,other,the hairs on the leaf blade are different from the choices given,,,,,366
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,1,NA,NA,,,,,,123
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,2,"branched, at least in part","branched, at least in part",at least some of the hairs on the leaf blade are branched,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-indument-branched.gif,32
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,3,"glandular, at least in part","glandular, at least in part",at least some of the hairs on the leaf blade have glands at their tips,,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-indument-glandular.gif,87
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,4,"eglandular and red-brown-colored, at least in part","eglandular and red-brown-colored, at least in part","at least some of the hairs on the leaf blade are reddish-brown, and they do not have glands",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-indument-eglandular.gif,30
woody-angiosperms,leaf_blade_indument_description_wa,TEXT,5,"eglandular and tomentose, at least in part","eglandular and tomentose, at least in part","the leaf blade has tangled or woolly-looking hairs, without glands",,,,https://newfs.s3.amazonaws.com/character-value-images/leaf-blade-indument-tomentose.gif,66
woody-angiosperms,leaf_blade_length_wa,LENGTH,0,,50.0-130.0 mm,,50.0,130.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,1,,27.0-85.0 mm,,27.0,85.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,2,,70.0-110.0 mm,,70.0,110.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,3,,42.0-83.0 mm,,42.0,83.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,4,,55.0-111.0 mm,,55.0,111.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,5,,,,,180.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,6,,3.0-6.0 mm,,3.0,6.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,7,,,,,350.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,8,,254.0-381.0 mm,,254.0,381.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,9,,4.0-35.0 mm,,4.0,35.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,10,,50.0-70.0 mm,,50.0,70.0,,,2
woody-angiosperms,leaf_blade_length_wa,LENGTH,11,,35.0-100.0 mm,,35.0,100.0,,,3
woody-angiosperms,leaf_blade_length_wa,LENGTH,12,,30.0-50.0 mm,,30.0,50.0,,,9
woody-angiosperms,leaf_blade_length_wa,LENGTH,13,,80.0-120.0 mm,,80.0,120.0,,,2
woody-angiosperms,leaf_blade_length_wa,LENGTH,14,,120.0-220.0 mm,,120.0,220.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,15,,40.0-100.0 mm,,40.0,100.0,,,10
woody-angiosperms,leaf_blade_length_wa,LENGTH,16,,40.0-60.0 mm,,40.0,60.0,,,3
woody-angiosperms,leaf_blade_length_wa,LENGTH,17,,45.0-170.0 mm,,45.0,170.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,18,,2.5-3.5 mm,,2.5,3.5,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,19,,8.0-20.0 mm,,8.0,20.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,20,,38.0-89.0 mm,,38.0,89.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,21,,5.0-18.0 mm,,5.0,18.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,22,,4.0-15.0 mm,,4.0,15.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,23,,,,,200.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,24,,15.0-100.0 mm,,15.0,100.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,25,,70.0-250.0 mm,,70.0,250.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,26,,3.0-5.0 mm,,3.0,5.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,27,,40.0-130.0 mm,,40.0,130.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,28,,25.0-150.0 mm,,25.0,150.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,29,,80.0-100.0 mm,,80.0,100.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,30,,120.0-200.0 mm,,120.0,200.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,31,,120.0-230.0 mm,,120.0,230.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,32,,20.0-70.0 mm,,20.0,70.0,,,4
woody-angiosperms,leaf_blade_length_wa,LENGTH,33,,3.0-4.5 mm,,3.0,4.5,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,34,,110.0-190.0 mm,,110.0,190.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,35,,8.0-21.0 mm,,8.0,21.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,36,,5.0-17.0 mm,,5.0,17.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,37,,16.0-66.0 mm,,16.0,66.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,38,,17.0-30.0 mm,,17.0,30.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,39,,60.0-150.0 mm,,60.0,150.0,,,3
woody-angiosperms,leaf_blade_length_wa,LENGTH,40,,4.0-7.0 mm,,4.0,7.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,41,,10.0-50.0 mm,,10.0,50.0,,,4
woody-angiosperms,leaf_blade_length_wa,LENGTH,42,,15.0-35.0 mm,,15.0,35.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,43,,48.0-87.0 mm,,48.0,87.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,44,,38.0-80.0 mm,,38.0,80.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,45,,15.0-70.0 mm,,15.0,70.0,,,4
woody-angiosperms,leaf_blade_length_wa,LENGTH,46,,60.0-100.0 mm,,60.0,100.0,,,7
woody-angiosperms,leaf_blade_length_wa,LENGTH,47,,35.0-240.0 mm,,35.0,240.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,48,,25.0-130.0 mm,,25.0,130.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,49,,100.0-180.0 mm,,100.0,180.0,,,2
woody-angiosperms,leaf_blade_length_wa,LENGTH,50,,17.0-73.0 mm,,17.0,73.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,51,,5.0-20.0 mm,,5.0,20.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,52,,10.0-20.0 mm,,10.0,20.0,,,2
woody-angiosperms,leaf_blade_length_wa,LENGTH,53,,16.0-63.0 mm,,16.0,63.0,,,1
woody-angiosperms,leaf_blade_length_wa,LENGTH,54,,25.0-160.0 mm,,25.0,160.0,,,1
