newcomb_species_name,species_page,species_inat,subspecies_inat,suggested_species_id,species_inat_link,subspecies_inat_link,multiple_species,multiple_subspecies,warning_species_extraction
Erigeron strigosus,382.0,Erigeron strigosus,,var. strigosus,https://www.inaturalist.org/taxa/76942,,0.0,0.0,0.0
Eriocaulon septangulare,398.0,Eriocaulon aquaticum,,Eriocaulon aquaticum,https://www.inaturalist.org/taxa/69685,,0.0,0.0,0.0
Eupatorium album,434.0,Eupatorium album,,Eupatorium album,https://www.inaturalist.org/taxa/162779,,1.0,0.0,0.0
Eupatorium album,434.0,Eupatorium subvenosum,,Eupatorium subvenosum,https://www.inaturalist.org/taxa/1361694,,1.0,0.0,0.0
Eupatorium aromaticum,436.0,Ageratina aromatica,,Ageratina aromatica,https://www.inaturalist.org/taxa/158107,,0.0,0.0,0.0
Eupatorium coelestinum,436.0,Conoclinium coelestinum,,Conoclinium coelestinum,https://www.inaturalist.org/taxa/119095,,0.0,0.0,0.0
Eupatorium dubium,436.0,Eutrochium dubium,,Eutrochium dubium,https://www.inaturalist.org/taxa/204153,,0.0,0.0,0.0
Eupatorium fistulosum,436.0,Eutrochium fistulosum,,Eutrochium fistulosum,https://www.inaturalist.org/taxa/132717,,0.0,0.0,0.0
Eupatorium hyssopifolium,432.0,Eupatorium hyssopifolium,,,https://www.inaturalist.org/taxa/136397,,0.0,0.0,0.0
Eupatorium hyssopifolium,432.0,Eupatorium torreyanum,,,,,0.0,0.0,0.0
Eupatorium maculatum,436.0,Eutrochium maculatum,var. foliosum,var. foliosum,,,1.0,0.0,0.0
Eupatorium maculatum,436.0,Eutrochium maculatum,var. foliosum,var. foliosum,https://www.inaturalist.org/taxa/117440,,1.0,0.0,0.0
Eupatorium pubescens,434.0,Eupatorium rotundifolium,var.ovatum,Eupatorium rotundifolium,https://www.inaturalist.org/taxa/162801,https://www.inaturalist.org/taxa/240755,0.0,0.0,0.0
Eupatorium purpureum,436.0,Eutrochium purpureum,var.purpureum,Eutrochium purpureum,https://www.inaturalist.org/taxa/85378,https://www.inaturalist.org/taxa/501399,0.0,0.0,0.0
Eupatorium rugosum,436.0,Ageratina altissima,var.altissima,Ageratina altissima,https://www.inaturalist.org/taxa/119048,https://www.inaturalist.org/taxa/200024,0.0,0.0,0.0
Euphorbia esula,408.0,Euphorbia virgata,,Euphorbia virgata,https://www.inaturalist.org/taxa/77120,,0.0,0.0,0.0
Euphorbia maculata,432.0,Euphorbia nutans,,Euphorbia nutans,https://www.inaturalist.org/taxa/200052,,1.0,0.0,0.0
Euphorbia maculata,432.0,Euphorbia maculata,,,https://www.inaturalist.org/taxa/58893,,1.0,0.0,0.0
Euphrasia americana,86.0,Euphrasia nemorosa,,Euphrasia nemorosa,https://www.inaturalist.org/taxa/118893,,0.0,0.0,0.0
Fagopyrum sagittatum,188.0,Fagopyrum esculentum,,Fagopyrum esculentum,https://www.inaturalist.org/taxa/145601,,0.0,0.0,0.0
Galactia regularis,110.0,Galactia regularis,,,,,0.0,0.0,0.0
Galax aphylla,178.0,Galax urceolata,,Galax urceolata,https://www.inaturalist.org/taxa/53925,,0.0,0.0,0.0
Galeopsis tetrahit,88.0,Galeopsis bifida,,Galeopsis bifida,https://www.inaturalist.org/taxa/55967,,1.0,0.0,0.0
Galeopsis tetrahit,88.0,Galeopsis tetrahit,,Galeopsis tetrahit,https://www.inaturalist.org/taxa/55979,,1.0,0.0,0.0
Galinsoga ciliata,284.0,Galinsoga quadriradiata,,Galinsoga quadriradiata,https://www.inaturalist.org/taxa/56170,,0.0,0.0,0.0
Galium aparine,152.0,Galium aparine,,,https://www.inaturalist.org/taxa/53059,,1.0,0.0,0.0
Galium aparine,152.0,Galium aparine complex,,,https://www.inaturalist.org/taxa/1403902,https://www.inaturalist.org/taxa/1403902,1.0,0.0,0.0
Galium aparine,152.0,Galium spurium,,,https://www.inaturalist.org/taxa/208784,,1.0,0.0,0.0
Gaura biennis,138.0,Oenothera gaura,,Oenothera gaura,https://www.inaturalist.org/taxa/204370,,0.0,0.0,0.0
Gaylussacia dumosa,298.0,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,,,1.0,0.0,0.0
Gaylussacia dumosa,298.0,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,https://www.inaturalist.org/taxa/204323,,1.0,0.0,0.0
Gaylussacia dumosa,298.0,Gaylussacia bigeloviana,,Gaylussacia dumosa,https://www.inaturalist.org/taxa/84171,,1.0,0.0,0.0
Gentiana crinita,156.0,Gentianopsis crinita,,Gentianopsis crinita,https://www.inaturalist.org/taxa/154320,,0.0,0.0,0.0
Gentiana procera,156.0,Gentianopsis virgata,,Gentianopsis virgata,https://www.inaturalist.org/taxa/324415,,0.0,0.0,0.0
Gentiana puberula,252.0,Gentiana puberulenta,,Gentiana puberulenta,https://www.inaturalist.org/taxa/163234,,0.0,0.0,0.0
Gentiana quinquefolia,254.0,Gentianella quinquefolia,,ssp. occidentalis,https://www.inaturalist.org/taxa/119901,,0.0,0.0,0.0
Gerardia flava,278.0,Aureolaria flava,,Aureolaria flava,https://www.inaturalist.org/taxa/62404,,0.0,0.0,0.0
Gerardia laevigata,278.0,Aureolaria levigata,,Aureolaria levigata,https://www.inaturalist.org/taxa/504522,,0.0,0.0,0.0
Gerardia maritima,254.0,Agalinis maritima,var.maritima,Agalinis maritima,https://www.inaturalist.org/taxa/133317,https://www.inaturalist.org/taxa/239092,0.0,0.0,0.0
Gerardia paupercula,254.0,Agalinis purpurea,var.parviflora,Agalinis purpurea,https://www.inaturalist.org/taxa/158068,https://www.inaturalist.org/taxa/1038684,0.0,0.0,0.0
Gerardia tenuifolia,254.0,Agalinis tenuifolia,,Agalinis tenuifolia,https://www.inaturalist.org/taxa/120007,,0.0,0.0,0.0
Gerardia pedicularia,286.0,Aureolaria pedicularia,,Aureolaria pedicularia,https://www.inaturalist.org/taxa/62394,,0.0,0.0,0.0
Gerardia virginica,278.0,Aureolaria virginica,,Aureolaria virginica,https://www.inaturalist.org/taxa/159106,,0.0,0.0,0.0
Glaux maritima,256.0,Lysimachia maritima,,Lysimachia maritima,https://www.inaturalist.org/taxa/204175,,0.0,0.0,0.0
Gnaphalium macounii,402.0,Pseudognaphalium macounii,,Pseudognaphalium macounii,https://www.inaturalist.org/taxa/78762,,0.0,0.0,0.0
Gratiola aurea,76.0,Gratiola aurea,,Gratiola lutea,,,0.0,0.0,0.0
Gnaphalium obtusifolium,402.0,Pseudognaphalium obtusifolium,,ssp. obtusifolium,https://www.inaturalist.org/taxa/143859,,1.0,0.0,0.0
Gnaphalium obtusifolium,402.0,Pseudognaphalium micradenium,,,https://www.inaturalist.org/taxa/129650,,1.0,0.0,0.0
Habenaria blephariglottis,42.0,Platanthera blephariglottis,,var. blephariglottis,https://www.inaturalist.org/taxa/52499,,0.0,0.0,0.0
Habenaria ciliaris,48.0,Platanthera ciliaris,,Platanthera ciliaris,https://www.inaturalist.org/taxa/167016,,0.0,0.0,0.0
Habenaria clavellata,44.0,Platanthera clavellata,,Platanthera clavellata,https://www.inaturalist.org/taxa/52500,,0.0,0.0,0.0
Habenaria cristata,48.0,Platanthera cristata,,Platanthera cristata,https://www.inaturalist.org/taxa/167017,,0.0,0.0,0.0
Habenaria dilatata,44.0,Platanthera dilatata,var.dilatata,Platanthera dilatata,https://www.inaturalist.org/taxa/78623,https://www.inaturalist.org/taxa/131224,0.0,0.0,0.0
Habenaria fimbriata,42.0,Platanthera grandiflora,,Platanthera grandiflora,https://www.inaturalist.org/taxa/132322,,0.0,0.0,0.0
Habenaria flava,44.0,Platanthera flava,,var. herbiola,https://www.inaturalist.org/taxa/68598,,0.0,0.0,0.0
Habenaria hookeri,22.0,Platanthera hookeri,,Platanthera hookeri,https://www.inaturalist.org/taxa/167019,,0.0,0.0,0.0
Habenaria hookeri,22.0,Platanthera hyperborea,,,,,0.0,0.0,0.0
Habenaria hyperborea,44.0,Platanthera aquilonis,,Platanthera aquilonis,,,1.0,0.0,0.0
Habenaria hyperborea,44.0,Platanthera aquilonis,,Platanthera aquilonis,https://www.inaturalist.org/taxa/131230,,1.0,0.0,0.0
Habenaria hyperborea,44.0,Platanthera aquilonis,,Platanthera huronensis,https://www.inaturalist.org/taxa/131222,,1.0,0.0,0.0
Habenaria integra,48.0,Platanthera integra,,Platanthera integra,https://www.inaturalist.org/taxa/167021,,0.0,0.0,0.0
Habenaria lacera,42.0,Platanthera lacera,,Platanthera lacera,https://www.inaturalist.org/taxa/62041,,0.0,0.0,0.0
Habenaria lacera,42.0,Platanthera ×andrewsii,,,,,0.0,0.0,0.0
Habenaria leucophaea,42.0,Platanthera leucophaea,,Platanthera leucophaea,https://www.inaturalist.org/taxa/167023,,0.0,0.0,0.0
Habenaria macrophylla,22.0,Platanthera orbiculata,var.macrophylla,Platanthera orbiculata,https://www.inaturalist.org/taxa/131218,https://www.inaturalist.org/taxa/204186,0.0,0.0,0.0
Habenaria nivea,44.0,Platanthera nivea,,Platanthera nivea,https://www.inaturalist.org/taxa/167026,,0.0,0.0,0.0
Habenaria obtusata,20.0,Platanthera obtusata,,Platanthera obtusata,https://www.inaturalist.org/taxa/131221,,0.0,0.0,0.0
Habenaria peramoena,44.0,Platanthera peramoena,,Platanthera peramoena,https://www.inaturalist.org/taxa/118756,,0.0,0.0,0.0
Habenaria psycodes,42.0,Platanthera psycodes,,Platanthera psycodes,https://www.inaturalist.org/taxa/48030,,0.0,0.0,0.0
Habenaria viridis var. bracteata,44.0,Dactylorhiza viridis,,var. virescens,https://www.inaturalist.org/taxa/128599,,0.0,0.0,0.0
Helenium nudiflorum,374.0,Helenium flexuosum,,Helenium flexuosum,https://www.inaturalist.org/taxa/84114,,0.0,0.0,0.0
Helenium tenuifolium,366.0,Helenium amarum,var.amarum,Helenium amarum,https://www.inaturalist.org/taxa/77348,https://www.inaturalist.org/taxa/80922,0.0,0.0,0.0
Helianthemum canadense,186.0,Crocanthemum canadense,,Crocanthemum canadense,https://www.inaturalist.org/taxa/204170,,0.0,0.0,0.0
Helianthus laetiflorus,388.0,Helianthus ×laetiflorus,,Helianthus ×laetiflorus,https://www.inaturalist.org/taxa/170774,https://www.inaturalist.org/taxa/170774,1.0,0.0,1.0
Helianthus laetiflorus,388.0,Helianthus pauciflorus,,ssp. pauciflorus,https://www.inaturalist.org/taxa/130383,,1.0,0.0,0.0
Hibiscus militaris,214.0,Hibiscus laevis,,Hibiscus laevis,https://www.inaturalist.org/taxa/163767,,0.0,0.0,0.0
Hibiscus palustris,214.0,Hibiscus moscheutos,ssp. moscheutos,,https://www.inaturalist.org/taxa/82317,,0.0,0.0,0.0
Hieracium aurantiacum,360.0,Pilosella aurantiaca,,Pilosella aurantiaca,https://www.inaturalist.org/taxa/711103,,1.0,0.0,0.0
Hieracium aurantiacum,360.0,ssp. aurantiaca,,Pilosella aurantiaca,https://www.inaturalist.org/taxa/733666,https://www.inaturalist.org/taxa/733666,1.0,0.0,0.0
Hieracium canadense,372.0,Hieracium umbellatum,,Hieracium umbellatum,https://www.inaturalist.org/taxa/55909,,1.0,0.0,0.0
Hieracium canadense,372.0,ssp. umbellatum,,Hieracium umbellatum,https://www.inaturalist.org/taxa/1183928,https://www.inaturalist.org/taxa/1183928,1.0,0.0,0.0
Hieracium flagellare,360.0,Pilosella flagellaris,,Pilosella flagellaris,https://www.inaturalist.org/taxa/569962,,0.0,0.0,0.0
Hieracium florentinum,360.0,Pilosella piloselloides,,Pilosella piloselloides,https://www.inaturalist.org/taxa/320888,,1.0,0.0,0.0
Hieracium florentinum,360.0,ssp. piloselloides,,Pilosella piloselloides,https://www.inaturalist.org/taxa/734567,https://www.inaturalist.org/taxa/734567,1.0,0.0,0.0
Hieracium floribundum,360.0,Pilosella floribunda,,Pilosella floribunda,https://www.inaturalist.org/taxa/203678,,0.0,0.0,0.0
Hieracium pilosella,360.0,Pilosella officinarum,,Pilosella officinarum,https://www.inaturalist.org/taxa/402509,,0.0,0.0,0.0
Hieracium pratense,360.0,Pilosella caespitosa,,Pilosella caespitosa,https://www.inaturalist.org/taxa/711086,,0.0,0.0,0.0
Hieracium vulgatum,372.0,Hieracium lachenalii,,Hieracium lachenalii,https://www.inaturalist.org/taxa/163785,,0.0,0.0,0.0
Houstonia longifolia,158.0,Houstonia longifolia,var.longifolia,Houstonia longifolia,https://www.inaturalist.org/taxa/69753,https://www.inaturalist.org/taxa/1292554,0.0,0.0,0.0
Humulus lupulus,326.0,Humulus lupulus,,,https://www.inaturalist.org/taxa/53779,,1.0,0.0,0.0
Humulus lupulus,326.0,Humulus americanus,,,https://www.inaturalist.org/taxa/181893,,1.0,0.0,0.0
Hybanthus concolor,40.0,Hybanthus concolor,,Cubelium concolor,https://www.inaturalist.org/taxa/126751-Hybanthus-concolor,,0.0,0.0,0.0
Hypericum pyramidatum,268.0,Hypericum ascyron,,Hypericum ascyron,https://www.inaturalist.org/taxa/163955,,1.0,0.0,0.0
Hypericum pyramidatum,268.0,ssp. pyramidatum,,Hypericum ascyron,https://www.inaturalist.org/taxa/319662,https://www.inaturalist.org/taxa/319662,1.0,0.0,0.0
Hypericum spathulatum,294.0,Hypericum prolificum,,Hypericum prolificum,https://www.inaturalist.org/taxa/635325,,0.0,0.0,0.0
Hypericum virginicum,270.0,Hypericum fraseri,,Hypericum fraseri,https://www.inaturalist.org/taxa/355624,,1.0,0.0,0.0
Hypericum virginicum,270.0,Hypericum virginicum,,Hypericum virginicum,https://www.inaturalist.org/taxa/859236,,1.0,0.0,0.0
Hypochoeris radicata,362.0,Hypochaeris radicata,,Hypochaeris radicata,https://www.inaturalist.org/taxa/53104,,0.0,0.0,0.0
Isanthus brachiatus,256.0,Trichostema brachiatum,,Trichostema brachiatum,https://www.inaturalist.org/taxa/169935,,0.0,0.0,0.0
Isopyrum biternatum,234.0,Enemion biternatum,,Enemion biternatum,https://www.inaturalist.org/taxa/81795,,0.0,0.0,0.0
Kosteletzkya virginica,214.0,Kosteletzkya pentacarpos,,Kosteletzkya pentacarpos,https://www.inaturalist.org/taxa/131656,,0.0,0.0,0.0
Kuhnia eupatorioides,418.0,Brickellia eupatorioides,,var. eupatorioides,https://www.inaturalist.org/taxa/53501,,0.0,0.0,0.0
Lachnanthes tinctoria,122.0,Lachnanthes caroliniana,,Lachnanthes caroliniana,https://www.inaturalist.org/taxa/204338,,0.0,0.0,0.0
Lactuca scariola,370.0,Lactuca serriola,,Lactuca serriola,https://www.inaturalist.org/taxa/53107,,0.0,0.0,0.0
Lappula echinata,194.0,Lappula squarrosa,,Lappula squarrosa,https://www.inaturalist.org/taxa/77626,,0.0,0.0,0.0
Lathyrus japonicus,114.0,Lathyrus japonicus,,var. maritimus,https://www.inaturalist.org/taxa/77638,,0.0,0.0,0.0
Lechea villosa,408.0,Lechea mucronata,,Lechea mucronata,https://www.inaturalist.org/taxa/164463-Lechea-mucronata,,0.0,0.0,0.0
Ledum groenlandicum,292.0,Rhododendron groenlandicum,,Rhododendron groenlandicum,https://www.inaturalist.org/taxa/180413-Rhododendron-groenlandicum,,0.0,0.0,0.0
Leiophyllum buxifolium,290.0,Kalmia buxifolia,,Kalmia buxifolia,https://www.inaturalist.org/taxa/355648-Kalmia-buxifolia,,0.0,0.0,0.0
Leontodon autumnalis,362.0,Scorzoneroides autumnalis,,Scorzoneroides autumnalis,https://www.inaturalist.org/taxa/204167-Scorzoneroides-autumnalis,,1.0,0.0,0.0
Leontodon autumnalis,362.0,ssp. autumnalis,,Scorzoneroides autumnalis,https://www.inaturalist.org/taxa/502621,https://www.inaturalist.org/taxa/502621,1.0,0.0,0.0
Lespedeza intermedia,64.0,Lespedeza violacea,,Lespedeza violacea,https://www.inaturalist.org/taxa/154326,,0.0,0.0,0.0
Lespedeza violacea,64.0,Lespedeza frutescens,,Lespedeza frutescens,https://www.inaturalist.org/taxa/164569,,0.0,0.0,0.0
Leucothoe racemosa,304.0,Eubotrys racemosa,,Eubotrys racemosa,https://www.inaturalist.org/taxa/204152,,0.0,0.0,0.0
Liatris borealis,412.0,Liatris novae-angliae,,Liatris novae-angliae,https://www.inaturalist.org/taxa/204158,,0.0,0.0,0.0
Liatris borealis,412.0,Liatris scariosa,var. scariosa,,,,,,
Liatris borealis,412.0,Liatris scariosa,var.nieuwlandii,,,,0.0,0.0,0.0
Liatris graminifolia,412.0,Liatris pilosa,,Liatris pilosa,https://www.inaturalist.org/taxa/164698,,0.0,0.0,0.0
Lilium tigrinum,340.0,Lilium lancifolium,,Lilium lancifolium,https://www.inaturalist.org/taxa/49524,,0.0,0.0,0.0
Limonium carolinianum,174.0,Limonium carolinianum,,Limonium carolinianum,https://www.inaturalist.org/taxa/133293,,0.0,0.0,0.0
Limosella subulata,176.0,Limosella australis,,Limosella australis,https://www.inaturalist.org/taxa/60248,,0.0,0.0,0.0
Linaria canadensis,50.0,Nuttallanthus canadensis,,Nuttallanthus canadensis,https://www.inaturalist.org/taxa/59112,,0.0,0.0,0.0
Liparis lilifolia,22.0,Liparis liliifolia,,Liparis liliifolia,https://www.inaturalist.org/taxa/204347,,0.0,0.0,0.0
Listera australis,74.0,Neottia bifolia,,Neottia bifolia,https://www.inaturalist.org/taxa/209199,,0.0,0.0,0.0
Listera convallarioides,74.0,Neottia convallarioides,,Neottia convallarioides,https://www.inaturalist.org/taxa/131229,,0.0,0.0,0.0
Listera cordata,74.0,Neottia cordata,,Neottia cordata,https://www.inaturalist.org/taxa/204364,,0.0,0.0,0.0
Lithospermum arvense,200.0,Buglossoides arvensis,,Buglossoides arvensis,https://www.inaturalist.org/taxa/135229,https://www.inaturalist.org/taxa/135229,1.0,0.0,0.0
Lithospermum arvense,200.0,ssp. arvensis,,Buglossoides arvensis,https://www.inaturalist.org/taxa/521337,https://www.inaturalist.org/taxa/521337,1.0,0.0,0.0
Loiseleuria procumbens,290.0,Kalmia procumbens,,Kalmia procumbens,https://www.inaturalist.org/taxa/204337,,0.0,0.0,0.0
Lonicera bella,294.0,Lonicera ×bella,,Lonicera ×bella,https://www.inaturalist.org/taxa/170851,,0.0,0.0,0.0
Lophiola americana,344.0,Lophiola aurea,,Lophiola aurea,https://www.inaturalist.org/taxa/164768,,0.0,0.0,0.0
Lychnis alba,260.0,Silene latifolia,,Silene latifolia,https://www.inaturalist.org/taxa/79109,,0.0,0.0,0.0
Lychnis chalcedonica,258.0,Silene chalcedonica,,Silene chalcedonica,https://www.inaturalist.org/taxa/406034,,0.0,0.0,0.0
Lychnis dioica,260.0,Silene dioica,,Silene dioica,https://www.inaturalist.org/taxa/55759,,0.0,0.0,0.0
Lychnis flos-cuculi,260.0,Silene flos-cuculi,,Silene flos-cuculi,https://www.inaturalist.org/taxa/740984,,0.0,0.0,0.0
Lycopsis arvensis,194.0,Anchusa arvensis,,Anchusa arvensis,https://www.inaturalist.org/taxa/62200,,1.0,0.0,0.0
Lycopsis arvensis,194.0,ssp. arvensis,,Anchusa arvensis,https://www.inaturalist.org/taxa/62199,https://www.inaturalist.org/taxa/62199,1.0,0.0,0.0
Marshallia grandiflora,202.0,Marshallia pulchra,,Marshallia pulchra,https://www.inaturalist.org/taxa/1106982,,0.0,0.0,0.0
Matricaria maritima,380.0,Tripleurospermum inodorum,,Tripleurospermum inodorum,https://www.inaturalist.org/taxa/79441,,1.0,0.0,0.0
Matricaria maritima,380.0,Tripleurospermum maritimum,,Tripleurospermum maritimum,https://www.inaturalist.org/taxa/118873,,1.0,0.0,0.0
Matricaria matricarioides,426.0,Matricaria discoidea,,Matricaria discoidea,https://www.inaturalist.org/taxa/52992,,0.0,0.0,0.0
Megalodonta beckii,394.0,Bidens beckii,,Bidens beckii,https://www.inaturalist.org/taxa/204252,,0.0,0.0,0.0
Melilotus alba,60.0,Melilotus albus,,Melilotus albus,https://www.inaturalist.org/taxa/58907,,0.0,0.0,0.0
Mentha arvensis,90.0,Mentha arvensis,,,,,0.0,0.0,0.0
Mentha arvensis,90.0,Mentha canadensis,,,,,0.0,0.0,0.0
Mentha piperita,90.0,Mentha ×piperita,,Mentha ×piperita,https://www.inaturalist.org/taxa/170774,https://www.inaturalist.org/taxa/170774,0.0,0.0,1.0
Monarda fistulosa,92.0,Monarda fistulosa,,var. fistulosa,https://www.inaturalist.org/taxa/85320,,0.0,0.0,0.0
Monarda media,92.0,Monarda media,,,https://www.inaturalist.org/taxa/133093,,0.0,0.0,0.0
Monotropa hypopithys,172.0,Monotropa hypopitys,,Monotropa hypopitys,https://www.inaturalist.org/taxa/59986,,0.0,0.0,0.0
Nemopanthus mucronata,168.0,Ilex mucronata,,Ilex mucronata,https://www.inaturalist.org/taxa/153208,,0.0,0.0,0.0
Nuphar microphyllum,176.0,Nuphar microphylla,,Nuphar microphylla,https://www.inaturalist.org/taxa/204367,,0.0,0.0,0.0
Nuphar variegatum,176.0,Nuphar variegata,,Nuphar variegata,https://www.inaturalist.org/taxa/204164,,0.0,0.0,0.0
Nymphaea odorata,358.0,Nymphaea odorata,,Nymphaea odorata,https://www.inaturalist.org/taxa/51119,,1.0,0.0,0.0
Nymphaea odorata,358.0,ssp. odorata,,Nymphaea odorata,https://www.inaturalist.org/taxa/51123,https://www.inaturalist.org/taxa/51123,1.0,0.0,0.0
Nymphaea tuberosa,358.0,ssp. tuberosa,,,https://www.inaturalist.org/taxa/51124,https://www.inaturalist.org/taxa/51124,0.0,0.0,0.0
Oenothera biennis,134.0,Oenothera biennis,,,https://www.inaturalist.org/taxa/62207,,1.0,0.0,0.0
Oenothera biennis,134.0,Oenothera nutans,,,https://www.inaturalist.org/taxa/165809,,1.0,0.0,0.0
Oenothera biennis,134.0,Oenothera villosa,,,https://www.inaturalist.org/taxa/78251,,1.0,0.0,0.0
Oenothera cruciata,134.0,Oenothera parviflora,,Oenothera parviflora,https://www.inaturalist.org/taxa/165812,,0.0,0.0,0.0
Oenothera cruciata,134.0,Oenothera oakesiana,,,,,0.0,0.0,0.0
Oenothera laciniata,134.0,Oenothera laciniata,,,https://www.inaturalist.org/taxa/78243,,0.0,0.0,0.0
Oenothera laciniata,134.0,Oenothera grandis,,,,,0.0,0.0,0.0
Onosmodium virginianum,188.0,Lithospermum virginianum,,Lithospermum virginianum,https://www.inaturalist.org/taxa/705790,,0.0,0.0,0.0
Opuntia humifusa,358.0,Opuntia cespitosa,,Opuntia cespitosa,https://www.inaturalist.org/taxa/553158,,1.0,0.0,0.0
Opuntia humifusa,358.0,O. humifusa complex,,Opuntia cespitosa,https://www.inaturalist.org/taxa/1412358,https://www.inaturalist.org/taxa/1412358,1.0,0.0,0.0
Opuntia humifusa,358.0,Opuntia cespitosa,,,,,,,
Opuntia humifusa,358.0,Opuntia humifusa,,Opuntia humifusa,https://www.inaturalist.org/taxa/47894,,1.0,0.0,0.0
Opuntia humifusa,358.0,Opuntia mescantha,,,,,0.0,0.0,0.0
Orchis rotundifolia,20.0,Galearis rotundifolia,,Galearis rotundifolia,https://www.inaturalist.org/taxa/62258,,0.0,0.0,0.0
Orchis spectabilis,22.0,Galearis spectabilis,,Galearis spectabilis,https://www.inaturalist.org/taxa/51432,,0.0,0.0,0.0
Orobanche uniflora,172.0,Aphyllon uniflorum,,Aphyllon uniflorum,https://www.inaturalist.org/taxa/802714,https://www.inaturalist.org/taxa/802714,0.0,0.0,0.0
Oxalis europaea,246.0,Oxalis stricta,,Oxalis stricta,https://www.inaturalist.org/taxa/53183,,0.0,0.0,0.0
Petasites palmatus,358.0,Petasites frigidus,var.palmatus,Petasites frigidus,https://www.inaturalist.org/taxa/55780,https://www.inaturalist.org/taxa/55778,0.0,0.0,0.0
Physalis subglabrata,204.0,Physalis longifolia,var.subglabrata,Physalis longifolia,https://www.inaturalist.org/taxa/78569,https://www.inaturalist.org/taxa/242211,0.0,0.0,0.0
Plantago juncoides,398.0,Plantago maritima,,Plantago maritima,https://www.inaturalist.org/taxa/68543,,0.0,0.0,0.0
Plantago major,398.0,Plantago major,,ssp. major,https://www.inaturalist.org/taxa/58961,,0.0,0.0,0.0
Pluchea purpurascens,418.0,Pluchea odorata,,var. odorata,https://www.inaturalist.org/taxa/60146,,0.0,0.0,0.0
Polanisia graveolens,146.0,Polanisia dodecandra,,Polanisia dodecandra,https://www.inaturalist.org/taxa/78664,https://www.inaturalist.org/taxa/78664,1.0,0.0,0.0
Polanisia graveolens,146.0,ssp. dodecandra,,Polanisia dodecandra,https://www.inaturalist.org/taxa/238062,https://www.inaturalist.org/taxa/238062,1.0,0.0,0.0
Polanisia graveolens,146.0,ssp. trachyspermum,,,,,0.0,0.0,0.0
Polemonium van-bruntiae,230.0,Polemonium vanbruntiae,,Polemonium vanbruntiae,https://www.inaturalist.org/taxa/84971,,0.0,0.0,0.0
Polygala cruciata,72.0,Polygala cruciata,,var. cruciata,https://www.inaturalist.org/taxa/131648,,0.0,0.0,0.0
Polygala paucifolia,40.0,Polygaloides paucifolia,,Polygaloides paucifolia,https://www.inaturalist.org/taxa/497911,https://www.inaturalist.org/taxa/497911,0.0,0.0,0.0
Polygala verticillata,72.0,Polygala verticillata,,Polygala verticillata,https://www.inaturalist.org/taxa/167209,,1.0,0.0,0.0
Polygala verticillata,72.0,Polygala ambigua,,Polygala ambigua,https://www.inaturalist.org/taxa/204385,https://www.inaturalist.org/taxa/204385,1.0,0.0,0.0
Polygonatum biflorum,342.0,Polygonatum biflorum,var.biflorum,Polygonatum biflorum var. biflorum,https://www.inaturalist.org/taxa/85327,https://www.inaturalist.org/taxa/85329,0.0,0.0,0.0
Polygonum amphibium,192.0,Persicaria amphibia,var.stipulacea,Persicaria amphibia var. laevimarginata,https://www.inaturalist.org/taxa/78450,https://www.inaturalist.org/taxa/553504,0.0,0.0,0.0
Polygonum arifolium,402.0,Persicaria arifolia,,Persicaria arifolia,https://www.inaturalist.org/taxa/204177,,0.0,0.0,0.0
Polygonum aviculare,192.0,Polygonum aviculare complex,,,https://www.inaturalist.org/taxa/1290817,https://www.inaturalist.org/taxa/1290817,1.0,0.0,0.0
Polygonum aviculare,192.0,Polygonum buxiforme,,,https://www.inaturalist.org/taxa/167232,,1.0,0.0,0.0
Polygonum careyi,190.0,Persicaria careyi,,Persicaria careyi,https://www.inaturalist.org/taxa/153059,,0.0,0.0,0.0
Polygonum cilinode,322.0,Fallopia cilinodis,,Fallopia cilinodis,https://www.inaturalist.org/taxa/204154,,0.0,0.0,0.0
Polygonum convolvulus,322.0,Fallopia convolvulus,,Fallopia convolvulus,https://www.inaturalist.org/taxa/77129,,0.0,0.0,0.0
Polygonum cuspidatum,190.0,Reynoutria japonica,,Reynoutria japonica,https://www.inaturalist.org/taxa/914922,,0.0,0.0,0.0
Polygonum hydropiper,132.0,Persicaria hydropiper,,Persicaria hydropiper,https://www.inaturalist.org/taxa/78452,,0.0,0.0,0.0
Polygonum hydropiperoides,190.0,Persicaria hydropiperoides,,Persicaria hydropiperoides,https://www.inaturalist.org/taxa/78453,,0.0,0.0,0.0
Polygonum lapathifolium,190.0,Persicaria lapathifolia,,Persicaria lapathifolia,https://www.inaturalist.org/taxa/63886,,0.0,0.0,0.0
Polygonum orientale,190.0,Persicaria orientalis,,Persicaria orientalis,https://www.inaturalist.org/taxa/78454,,0.0,0.0,0.0
Polygonum pensylvanicum,192.0,Persicaria pensylvanica,,Persicaria pensylvanica,https://www.inaturalist.org/taxa/78455,,0.0,0.0,0.0
Polygonum persicaria,192.0,Persicaria maculosa,,Persicaria maculosa,https://www.inaturalist.org/taxa/56166,,0.0,0.0,0.0
Polygonum sagittatum,402.0,Persicaria sagittata,,Persicaria sagittata,https://www.inaturalist.org/taxa/204179,,0.0,0.0,0.0
Polygonum scandens,322.0,Fallopia scandens,,Fallopia scandens,https://www.inaturalist.org/taxa/204172,,0.0,0.0,0.0
