trial_id,model,feature,source_file,n_rows,n_observations,sees_feature_count,sees_feature_rate,committed_count,commitment_rate,inc_count,inc_rate,correct_count,overall_correct_rate,wrong_count,wrong_rate,committed_accuracy
real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001,google/gemma-4-26b-a4b-it:free,key_flower_type,trials/artifacts/real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001.csv,3,3,3,1.0,3,1.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.3333333333333333
real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001,google/gemma-4-26b-a4b-it:free,key_leaf_type,trials/artifacts/real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001.csv,3,3,3,1.0,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,0,0.0,1.0
real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001,google/gemma-4-26b-a4b-it:free,key_plant_type,trials/artifacts/real-smoke-google-gemma-4-26b-a4b-it-free-n3-primary-run-001.csv,3,3,3,1.0,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.6666666666666666
