trial_id,model,source_file,n_rows,n_observations,sees_feature_count,sees_feature_rate,committed_count,commitment_rate,inc_count,inc_rate,correct_count,overall_correct_rate,wrong_count,wrong_rate,committed_accuracy
real-smoke-nvidia-nemotron-nano-12b-v2-vl-free-n3-primary-run-001,nvidia/nemotron-nano-12b-v2-vl:free,trials/artifacts/real-smoke-nvidia-nemotron-nano-12b-v2-vl-free-n3-primary-run-001.csv,4,2,4,1.0,4,1.0,0,0.0,1,0.25,3,0.75,0.25
